protein_id	arcog	category	COG.x	V4	V2	V3	Strand	Length	Gene	Synonym	Code	COG.y	Product	new	start	end	name	refseq_id	uniparc_id
18977292	arCOG04230	0	R	HD supefamily hydrolase	NP_578649.1	AAL81044	-	223	-	PF0920	-	-	nucleotidyltransferase	PFDSM3638_04600	869684	870266	nucleotidyltransferase		
18977403	arCOG04231	0	P	Uncharacterized protein involved in tolerance to divalent cations	NP_578760.1	AAL81155	-	103	-	PF1031	-	-	divalent cation tolerance protein	PFDSM3638_05180	970003	970314	divalent-cation tolerance protein CutA	A0A5C0XR23	UPI0000066E6C
18977849	arCOG04232	0	I	Methylmalonyl-CoA mutase	NP_579206.1	AFN04260	-	562	-	PF1477	-	-	methylmalonyl-CoA mutase	PFDSM3638_07405	1363903	1365591	methylmalonyl-CoA mutase	A0A5C0XPE9	UPI0000066FE0
18978146	arCOG04233	0	P	ABC-type Fe3+-hydroxamate transport system, periplasmic component	NP_579503.1	AAL81898	+	363	-	PF1774	-	-	iron III ABC transporter, ATP-binding protein	PFDSM3638_08920	1615716	1616756	ABC transporter substrate-binding protein	A0A5C0XQ34	UPI00026B54ED
18977659	arCOG04236	0	O	Cysteine desulfurase activator ATPase	NP_579016.1	AFN04071	-	243	-	PF1287	-	-	putative ABC transporter	PFDSM3638_06420	1197580	1198311	Fe-S cluster assembly ATPase SufC	A0A5C0XRP1	UPI0000066F46
18976575	arCOG04237	0	C	Citrate synthase	NP_577932.1	AFN02991	-	377	-	PF0203	-	-	citrate synthase	PFDSM3638_00960	201582	202715	citrate synthase		
18978093	arCOG04238	0	H	Triphosphoribosyl-dephospho-CoA synthetase	NP_579450.1	AFN04919	+	303	-	PF1721	-	-	hypothetical protein	PFDSM3638_08720	1583317	1584228	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	A0A5C0XSV1	UPI000006708B
18978021	arCOG04239	0	J	Ribosomal protein S4 or related protein	NP_579378.1	CCE69917	-	180	-	PF1649	J	COG0522	SSU ribosomal protein S4P	PFDSM3638_08340	1519353	1519895	30S ribosomal protein S4	A0A5C0XRB2	UPI0000034482
18978020	arCOG04240	0	J	Ribosomal protein S11	NP_579377.1	AFN04992	-	137	-	PF1648	-	-	SSU ribosomal protein S11P	PFDSM3638_08335	1518943	1519356	30S ribosomal protein S11	A0A5C0XWV1	UPI0000134C09
18978019	arCOG04241	0	K	DNA-directed RNA polymerase subunit D	NP_579376.1	AFN04993	-	261	-	PF1647	-	-	DNA-directed RNA polymerase subunit d	PFDSM3638_08330	1518124	1518909	DNA-directed RNA polymerase subunit D	A0A5C0XR95	UPI0000134770
18978017	arCOG04242	0	J	Ribosomal protein L13	NP_579374.1	AFN04995	-	142	-	PF1645	-	-	LSU ribosomal protein L13P	PFDSM3638_08315	1517165	1517593	50S ribosomal protein L13	A0A5C0XQZ8	UPI000006705D
18978016	arCOG04243	0	J	Ribosomal protein S9	NP_579373.1	AFN04996	-	135	-	PF1644	-	-	SSU ribosomal protein S9P	PFDSM3638_08310	1516746	1517153	30S ribosomal protein S9	A0A5C0XPT9	UPI00001351C4
18978015	arCOG04244	0	K	DNA-directed RNA polymerase, subunit N (RpoN/RPB10)	NP_579372.1	AAL81767	-	70	-	PF1643	-	-	DNA-directed RNA polymerase subunit n	PFDSM3638_08305	1516489	1516686	DNA-directed RNA polymerase subunit N	A0A5C0XRQ2	UPI00001347CE
18978012	arCOG04245	0	J	Ribosomal protein S2	NP_579369.1	AFN05000	-	202	-	PF1640	-	-	SSU ribosomal protein S2P	PFDSM3638_08285	1514540	1515148	30S ribosomal protein S2	A0A5C0XR93	UPI0000134F16
18977987	arCOG04246	3	J	RNA 3'-P ligase, RtcB family protein	NP_579344.1	AAL81739	-	970	-	PF1615	-	-	hypothetical protein	PFDSM3638_08160	1488662	1491487	intein-containing tRNA-splicing ligase RtcB		
18977987	arCOG04246	1	J	RNA 3'-P ligase, RtcB family protein	NP_579344.1	AAL81739	-	970	-	PF1615	-	-	hypothetical protein	PFDSM3638_08160	1488662	1491487	intein-containing tRNA-splicing ligase RtcB		
18976828	arCOG04247	0	E	Zn-dependent carboxypeptidase, M32 family	NP_578185.1	AFN03250	-	499	-	PF0456	-	-	carboxypeptidase 1	PFDSM3638_02265	453326	454825	carboxypeptidase M32	A0A5C0XN72	UPI0000066C71
161484709	arCOG04248	0	K	NAD-dependent protein deacetylase, SIR2 family	NP_578883.2	AFN03946													
18976398	arCOG04249	0	J	tRNA nucleotidyltransferase (CCA-adding enzyme)	NP_577755.1	AFN04548	-	453	-	PF0026	-	-	tRNA nucleotidyltransferase	PFDSM3638_00050	16744	18105	CCA tRNA nucleotidyltransferase	A0A5C0XMG0	UPI0000068779
18977927	arCOG04252	0	J	tRNA(Glu) U13 pseudouridine synthase TruD	NP_579284.1	AFN04337	-	407	-	PF1555	-	-	hypothetical protein	PFDSM3638_07835	1434671	1435894	tRNA pseudouridine(13) synthase TruD	A0A5C0XSF4	UPI000006701B
18976983	arCOG04253	0	S	Uncharacterized protein, DUF763 family	NP_578340.1	AAL80735	+	382	-	PF0611	-	-	hypothetical protein	PFDSM3638_03065	614157	615302	DUF763 domain-containing protein		
18977930	arCOG04254	0	J	Ribosomal protein S7	NP_579287.1	AFN04340	-	215	-	PF1558	-	-	SSU ribosomal protein S7P	PFDSM3638_07850	1437178	1437825	30S ribosomal protein S7	A0A5C0XR29	UPI0000135114
18977931	arCOG04255	0	J	Ribosomal protein S12	NP_579288.1	CCE70011	-	147	-	PF1559	J	COG0048	SSU ribosomal protein S12P	PFDSM3638_07855	1437832	1438275	30S ribosomal protein S12	A0A5C0XR14	UPI0000134C6A
18977934	arCOG04256	0	K	DNA-directed RNA polymerase subunit A''	NP_579291.1	AFN04344	-	397	-	PF1562	-	-	DNA-directed RNA polymerase subunit a	PFDSM3638_07870	1439035	1440228	DNA-directed RNA polymerase subunit A''	A0A5C0XRJ4	UPI00001345B0
18977935	arCOG04257	0	K	DNA-directed RNA polymerase subunit A'	NP_579292.1	AAL81687	-	907	-	PF1563	-	-	DNA-directed RNA polymerase subunit a'	PFDSM3638_07875	1440239	1442971	DNA-directed RNA polymerase subunit A'	A0A5C0XPL7	UPI00026B538B
18977937	arCOG04258	0	K	DNA-directed RNA polymerase, subunit H, RpoH/RPB5	NP_579294.1	AFN04347	-	82	-	PF1565	-	-	DNA-directed RNA polymerase subunit h	PFDSM3638_07885	1446349	1446597	DNA-directed RNA polymerase subunit H	A0A5C0XSG3	UPI0000134793
18978220	arCOG04260	0	I	Hydroxymethylglutaryl-CoA reductase	NP_579577.1	AFN04793	-	408	-	PF1848	-	-	3-hydroxy-3-methylglutaryl-coenzyme a reductase (hmg-CoAreductase)	PFDSM3638_09295	1671019	1672245	hydroxymethylglutaryl-CoA reductase (NADPH)	A0A5C0XSX8	UPI00000670DE
18977759	arCOG04262	0	H	Phosphopantothenate synthetase	NP_579116.1	AAL81511	-	280	-	PF1387	-	-	hypothetical protein	PFDSM3638_06945	1283983	1284768	phosphopantothenate/pantothenate synthetase	A0A5C0XQM5	UPI00026B54C3
18978241	arCOG04263	0	H	Pantoate kinase	NP_579598.1	AFN04771	+	301	-	PF1869	-	-	hypothetical protein	PFDSM3638_09400	1691171	1692076	pantothenate kinase	A0A5C0XRH4	UPI00000670EE
18977432	arCOG04265	0	R	C4-type Zn-finger protein, LSM1 interacting protein	NP_578789.1	AFN03856	-	207	-	PF1060	-	-	hypothetical protein	PFDSM3638_05325	997450	998073	hypothetical protein	A0A5C0XPW8	UPI0000066E81
18978264	arCOG04269	0	S	DNA repair protein NreA	NP_579621.1	AAL82016	-	405	-	PF1892	-	-	hypothetical protein	PFDSM3638_09515	1710608	1711825	hypothetical protein		
18976863	arCOG04270	0	K	Transcription initiation factor IIE, alpha subunit	NP_578220.1	AFN03285	-	195	-	PF0491	-	-	transcription initiation factor TFIIE	PFDSM3638_02445	489651	490238	transcription factor E	A0A5C0XQU1	UPI0000066C8E
18976675	arCOG04272	0	H	NaMN:DMB phosphoribosyltransferase	NP_578032.1	AFN03092	+	331	-	PF0303	-	-	hypothetical protein	PFDSM3638_01455	301896	302891	TIGR00303 family protein	A0A5C0XN74	UPI0000066BF3
18976665	arCOG04273	0	E	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	NP_578022.1	AFN03080	-	318	-	PF0293	-	-	histidinol-phosphate aminotransferase	PFDSM3638_01400	292050	293006	aminotransferase	A0A5C0XTD6	UPI0000066BEB
18978037	arCOG04273	0	E	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	NP_579394.1	AFN04975	+	338	-	PF1665	-	-	putative histidinol-phosphate aminotransferase imidazole	PFDSM3638_08425	1532212	1533228	histidinol-phosphate transaminase	A0A5C0XPV4	UPI000012C89A
18976668	arCOG04274	0	H	Cobalamin biosynthesis protein CobD/CbiB	NP_578025.1	AFN03083	-	285	-	PF0296	-	-	cobalamin biosynthesis protein	PFDSM3638_01415	294075	294932	cobalamin biosynthesis protein		
18976812	arCOG04276	3	F	Ribonucleotide reductase, alpha subunit	NP_578169.1	AFN03234	-	1740	-	PF0440	-	-	ribonucleotide reductase	PFDSM3638_02185	434046	439268	intein-containing adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	A0A5C0XQP5	UPI0000066416
18976812	arCOG04276	3	F	Ribonucleotide reductase, alpha subunit	NP_578169.1	AFN03234	-	1740	-	PF0440	-	-	ribonucleotide reductase	PFDSM3638_02185	434046	439268	intein-containing adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	A0A5C0XQP5	UPI0000066416
18976812	arCOG04276	3	F	Ribonucleotide reductase, alpha subunit	NP_578169.1	AFN03234	-	1740	-	PF0440	-	-	ribonucleotide reductase	PFDSM3638_02185	434046	439268	intein-containing adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	A0A5C0XQP5	UPI0000066416
18977636	arCOG04277	0	J	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	NP_578993.1	AFN04048	+	138	-	PF1264	-	-	translation initiation factor eIF-5a	PFDSM3638_06300	1180066	1180482	translation initiation factor IF-5A	A0A5C0XNV0	UPI000012D399
18976762	arCOG04278	0	R	Predicted aconitase	NP_578119.1	AFN03179	+	385	-	PF0390	-	-	hypothetical protein	PFDSM3638_01920	381677	382834	DUF521 domain-containing protein	A0A5C0XM58	UPI0000066C3C
18976763	arCOG04279	0	C	Swiveling domain associated with predicted aconitase	NP_578120.1	AFN03180	+	134	-	PF0391	-	-	hypothetical protein	PFDSM3638_01925	382834	383238	hypothetical protein	A0A5C0XMQ1	UPI000013972B
18978097	arCOG04281	0	L	DNA primase (bacterial type)	NP_579454.1	AAL81849	+	447	-	PF1725	-	-	hypothetical protein	PFDSM3638_08740	1586483	1587841	hypothetical protein	A0A5C0XRG5	UPI00026B5370
18978366	arCOG04287	0	J	Ribosomal protein L12E/L44/L45/RPP1/RPP2	NP_579723.1	AFN04649	+	107	-	PF1994	-	-	LSU ribosomal protein L12A	PFDSM3638_10045	1810237	1810560	50S ribosomal protein P1	A0A5C0XRT3	UPI0000067152
18978365	arCOG04288	0	J	Ribosomal protein L10	NP_579722.1	AFN04650	+	339	-	PF1993	-	-	LSU ribosomal protein L10E	PFDSM3638_10040	1809171	1810190	50S ribosomal protein L10	A0A5C0XQR8	UPI0000134231
18978364	arCOG04289	0	J	Ribosomal protein L1	NP_579721.1	AFN04651	+	216	-	PF1992	-	-	LSU ribosomal protein L1P	PFDSM3638_10035	1808515	1809165	50S ribosomal protein L1	A0A5C0XSK5	UPI0000067151
18976975	arCOG04290	0	R	PIN-domain and Zn ribbon	NP_578332.1	AAL80727	+	148	-	PF0603	-	-	hypothetical protein	PFDSM3638_03025	607978	608445	hypothetical protein		
18977556	arCOG04291	0	S	Sugar isomerase related protein	NP_578913.1	AFN03975	-	240	-	PF1184	-	-	hypothetical protein	PFDSM3638_05935	1112946	1113668	DUF72 domain-containing protein	A0A5C0XPG7	UPI0000066EF1
18977610	arCOG04297	0	R	ABC-type ATPase fused to a predicted acetyltransferase and Zn ribbon domain	NP_578967.1	AAL81362	+	632	-	PF1238	-	-	putative ABC transporter	PFDSM3638_06180	1154717	1156615	ABC transporter ATP-binding protein	A0A5C0XQ68	UPI00026B5458
18976620	arCOG04298	0	L	Adenosine/AMP kinase	NP_577977.1	AFN03034	+	162	-	PF0248	-	-	hypothetical protein	PFDSM3638_01175	240903	241391	adenosine monophosphate-protein transferase	A0A5C0XP83	UPI0000066BCA
18978204	arCOG04301	0	H	Fe(2+)-dependent GTP cyclohydrolase	NP_579561.1	AFN04809	+	267	-	PF1832	-	-	regulatory protein	PFDSM3638_09215	1655929	1656732	GTP cyclohydrolase IV	A0A5C0XU75	UPI00000670D0
18978125	arCOG04302	0	J	Glutamyl- or glutaminyl-tRNA synthetase	NP_579482.1	AAL81877	+	580	-	PF1753	-	-	glutamyl-tRNA synthetase	PFDSM3638_08810	1596546	1598264	glutamate--tRNA ligase	A0A5C0XTZ6	UPI0000191E8C
18977302	arCOG04303	0	R	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK, Rossmann fold enzyme	NP_578659.1	AFN03723	+	231	-	PF0930	-	-	hypothetical protein	PFDSM3638_04660	876253	876948	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase	A0A5C0XN75	UPI0000066E1E
18978244	arCOG04304	0	J	Ribosomal protein L35AE/L33A	NP_579601.1	AFN04768	-	87	-	PF1872	-	-	LSU ribosomal protein L35AE	PFDSM3638_09415	1693431	1693694	50S ribosomal protein L35ae	A0A5C0XXI2	UPI0000132FD5
18976394	arCOG04307	0	J	Ribonuclease G and E	NP_577751.1	AFN04553	-	469	-	PF0022	-	-	putative RNase E	PFDSM3638_00030	8264	9673	RNA-binding protein	A0A5C0XLZ0	UPI0000066B19
33359463	arCOG04308	0	S	Uncharacterized protein	NP_577968.2	WP_011011354	-	93	-	PF0239	-	-	hypothetical protein	PFDSM3638_01135	233633	233893	hypothetical protein		
18976831	arCOG04309	0	F	S-adenosyl-l-methionine hydroxide adenosyltransferase	NP_578188.1	AFN03253	-	257	-	PF0459	-	-	hypothetical protein	PFDSM3638_02280	456079	456852	hydroxide adenosyltransferase	A0A5C0XND5	UPI0000066C73
18976767	arCOG04311	0	R	5'-deoxynucleotidase, HD superfamily hydrolase	NP_578124.1	AFN03185	-	176	-	PF0395	-	-	oxetanocin-like protein	PFDSM3638_01945	386111	386641	HD family hydrolase	A0A5C0XNF4	UPI0000066C40
18978088	arCOG04312	0	R	rRNA-processing protein FCF1, contains PIN domain	NP_579445.1	AFN04924	-	138	-	PF1716	-	-	hypothetical protein	PFDSM3638_08695	1579130	1579546	nucleotide-binding protein	A0A5C0XQJ4	UPI0000067088
33359527	arCOG04312	0	R	rRNA-processing protein FCF1, contains PIN domain	NP_578656.2	WP_011012063	-	144	-	PF0927	-	-	hypothetical protein	PFDSM3638_04640	874725	875147	nucleotide-binding protein		
18977303	arCOG04313	0	F	Nucleoside diphosphate kinase	NP_578660.1	AFN03724	-	161	-	PF0931	-	-	nucleoside diphosphate kinase	PFDSM3638_04665	876938	877423	nucleoside-diphosphate kinase	A0A5C0XNQ0	UPI0000037235
18977740	arCOG04314	0	J	Ribosomal protein S28E/S33	NP_579097.1	AFN04149	+	71	-	PF1368	-	-	SSU ribosomal protein S28E	PFDSM3638_06825	1268919	1269134	30S ribosomal protein S28e	A0A5C0XQI1	UPI0000134EE0
18977357	arCOG04318	1	J	Predicted RNA-binding protein of the translin family	NP_578714.1	AAL81109	+	351	-	PF0985	-	-	hypothetical DNA-directed RNA polymerase subunit M						
18977559	arCOG04329	0	C	Predicted butyrate kinase	NP_578916.1	AFN03978	-	355	-	PF1187	-	-	hypothetical protein	PFDSM3638_05950	1116264	1117331	DUF1464 domain-containing protein	A0A5C0XVM4	UPI0000066EF4
18977095	arCOG04330	0	P	High-affinity Fe2+/Pb2+ permease	NP_578452.1	AFN03511	+	278	-	PF0723	-	-	hypothetical protein	PFDSM3638_03590	703603	704439	ferrous iron transporter		
18978074	arCOG04333	0	E	Aspartate/tyrosine/aromatic aminotransferase	NP_579431.1	AFN04938	+	345	-	PF1702	-	-	aspartate aminotransferase	PFDSM3638_08625	1565264	1566301	aspartate aminotransferase	A0A5C0XRD8	UPI0000067081
18977841	arCOG04335	0	C	Na+/H+-dicarboxylate symporter	NP_579198.1	AFN04252	+	426	-	PF1469	-	-	glutamate/aspartate transport protein	PFDSM3638_07365	1358036	1359316	dicarboxylate/amino acid:cation symporter		
18977609	arCOG04337	0	S	Uncharacterized protein	NP_578966.1	AFN04024	+	118	-	PF1237	-	-	hypothetical protein	PFDSM3638_06175	1154316	1154672	hypothetical protein	A0A5C0XQB5	UPI0000066F21
18976671	arCOG04338	0	H	Cobalamin-5-phosphate synthase	NP_578028.1	AAL80423	+	228	-	PF0299	-	-	cobalamin (5'-phosphate) synthase	PFDSM3638_01435	298463	299149	adenosylcobinamide-GDP ribazoletransferase		
18977208	arCOG04338	2	H	Cobalamin-5-phosphate synthase	NP_578565.1	AFN03624	+	155	-	PF0836	-	-	cobalamin (5'-phosphate) synthase	PFDSM3638_04160	794890	795586	adenosylcobinamide-GDP ribazoletransferase		
18978381	arCOG04341	0	K	DNA-directed RNA polymerase, subunit RPC12/RpoP (contains C4-type Zn-finger)	NP_579738.1	AFN04633	+	49	-	PF2009	-	-	hypothetical protein	PFDSM3638_10135	1824795	1824944	DNA-directed RNA polymerase subunit P	A0A5C0XRG6	UPI00001347E3
18976765	arCOG04342	0	V	CRISPR-Cas system related protein Cas6, RAMP superfamily	NP_578122.1	AAL80517	+	241	-	PF0393	-	-	hypothetical protein	PFDSM3638_01935	384516	385241	CRISPR-associated endoribonuclease Cas6	A0A5C0XN37	UPI0000066C3E
18977503	arCOG04342	0	V	CRISPR-Cas system related protein Cas6, RAMP superfamily	NP_578860.1	AAL81255	-	264	-	PF1131	-	-	hypothetical protein	PFDSM3638_05670	1064798	1065592	CRISPR-associated endoribonuclease Cas6	A0A5C0XNM0	UPI00026B542B
33359565	arCOG04344	0	S	Tic20 family membrane protein possibly involved in protein translocation	NP_579168.2	WP_011012586	-	115	-	PF1439	-	-	hypothetical protein	PFDSM3638_07205	1332110	1332448	DUF4870 domain-containing protein		
18977985	arCOG04345	0	J	RNase P subunit RPR2	NP_579342.1	AFN05027	-	117	-	PF1613	-	-	hypothetical protein	PFDSM3638_08150	1486846	1487199	ribonuclease P		
18976793	arCOG04346	0	F	5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate synthetase (purine biosynthesis)	NP_578150.1	AFN03211	-	380	-	PF0421	-	-	hypothetical protein	PFDSM3638_02070	411949	413091	5-formaminoimidazole-4-carboxamide-1-(beta)-D- ribofuranosyl 5'-monophosphate synthetase	A0A5C0XM75	UPI0000066C59
18977889	arCOG04346	0	F	5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate synthetase (purine biosynthesis)	NP_579246.1	AFN04300	-	334	-	PF1517	-	-	hypothetical protein	PFDSM3638_07640	1398410	1399414	5-formaminoimidazole-4-carboxamide-1-(beta)-D- ribofuranosyl 5'-monophosphate synthetase		
18977100	arCOG04347	0	Q	SAM-dependent methyltransferase	NP_578457.1	AFN03516	+	213	-	PF0728	-	-	hypothetical protein	PFDSM3638_03615	706357	706998	class I SAM-dependent methyltransferase		
18977110	arCOG04347	0	Q	SAM-dependent methyltransferase	NP_578467.1	CBV00266	-	181	-	PF0738	-	-	ubiquinone/menaquinone biosynthesis methyltransferase	PFDSM3638_03675	715646	716251	methyltransferase type 11		
18978031	arCOG04352	0	E	Histidinol dehydrogenase	NP_579388.1	AFN04981	+	375	-	PF1659	-	-	histidinol dehydrogenase	PFDSM3638_08395	1527819	1528946	histidinol dehydrogenase	A0A5C0XWW1	UPI000012C8E3
18977450	arCOG04354	2	S	Tripartite tricarboxylate transporter (TTT) class transporter	NP_578807.1	AAL81202	-	122	-	PF1078	-	-	hypothetical protein						
18977451	arCOG04354	2	S	Tripartite tricarboxylate transporter (TTT) class transporter	NP_578808.1	AAL81203	-	286	-	PF1079	-	-	hypothetical protein	PFDSM3638_05405	1011134	1012322	TIGR00529 family membrane protein		
18978275	arCOG04356	0	L	Nuclease of restriction endonuclease-like fold, implicated in nucleotide excision repair	NP_579632.1	AFN04737	+	375	-	PF1903	-	-	hypothetical translation initiation factor IF-2	PFDSM3638_09575	1719634	1720761	DUF790 domain-containing protein	A0A5C0XRU0	UPI0000067108
18976758	arCOG04359	0	R	Predicted RNA-binding protein containing a C-terminal EMAP domain	NP_578115.1	AFN03140	+	241	-	PF0386	-	-	hypothetical protein	PFDSM3638_01725	347495	348220	tRNA-binding protein	A0A5C0XPG3	UPI0000066C39
18977865	arCOG04361	0	S	Predicted metal-binding protein	NP_579222.1	AFN04276	+	153	-	PF1493	-	-	hypothetical protein	PFDSM3638_07500	1375952	1376413	metal-binding protein	A0A5C0XWE8	UPI0000066FEB
33359467	arCOG04364	0	S	Uncharacterized protein	NP_578044.2	AFN03104	-	192	-	PF0315	-	-	hypothetical protein	PFDSM3638_01515	312714	313292	DUF531 domain-containing protein	A0A5C0XN82	UPI00001B570B
18977203	arCOG04370	0	S	Uncharacterized membrane protein	NP_578560.1	AAL80955	-	258	-	PF0831	-	-	hypothetical protein	PFDSM3638_04140	791418	792194	DUF1624 domain-containing protein		
18978363	arCOG04372	0	J	Ribosomal protein L11	NP_579720.1	AFN04652	+	164	-	PF1991	-	-	LSU ribosomal protein L11P	PFDSM3638_10030	1807942	1808436	50S ribosomal protein L11	A0A5C0XUM1	UPI0000067150
18976631	arCOG04373	0	S	Uncharacterized protein YqgV, UPF0045/DUF77 family	NP_577988.1	AFN03046	+	100	-	PF0259	-	-	hypothetical protein	PFDSM3638_01230	249443	249745	thiamine-binding protein	A0A5C0XMR6	UPI0000066BD1
18977035	arCOG04380	0	S	Uncharacterized membrane protein	NP_578392.1	AFN03456	+	320	-	PF0663	-	-	hypothetical protein	PFDSM3638_03315	655479	656441	hypothetical protein		
18976495	arCOG04385	0	S	Predicted small methyltransferase	NP_577852.1	AFN04453	-	132	-	PF0123	-	-	putative methyltransferase	PFDSM3638_00540	112947	113345	hypothetical protein	A0A5C0XLT8	UPI0000066B6C
18976680	arCOG04387	0	F	Adenylosuccinate synthase	NP_578037.1	AFN03097	+	339	-	PF0308	-	-	adenylosuccinate synthetase	PFDSM3638_01480	307167	308186	adenylosuccinate synthetase	A0A5C0XNK7	UPI0000132B04
18977654	arCOG04391	0	C	Rubredoxin	NP_579011.1	AFN04066	-	54	-	PF1282	-	-	rubredoxin	PFDSM3638_06395	1193902	1194066	rubredoxin	A0A5C0XPK3	UPI00001109D0
18978032	arCOG04398	0	E	Imidazoleglycerol-phosphate dehydratase	NP_579389.1	AFN04980	+	176	-	PF1660	-	-	imidazoleglycerol-phosphate dehydratase	PFDSM3638_08400	1529013	1529543	imidazoleglycerol-phosphate dehydratase	A0A5C0XRB8	UPI000012C86A
33359462	arCOG04405	0	R	ASCH domain, predicted RNA-binding domain	NP_577967.2	WP_011011353	-	134	-	PF0238	-	-	hypothetical protein	PFDSM3638_01130	233228	233581	ASCH domain-containing protein		
18978126	arCOG04406	0	C	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain	NP_579483.1	AFN04887	-	166	-	PF1754	-	-	possible fumarate hydratase (fumarase) beta subunit	PFDSM3638_08815	1598276	1598776	fumarate hydratase	A0A5C0XRY1	UPI0000068861
18978127	arCOG04407	0	C	Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain	NP_579484.1	AAL81879	-	272	-	PF1755	-	-	possible fumarate hydratase (fumarase) alpha subunit	PFDSM3638_08820	1598767	1599594	fumarate hydratase	A0A5C0XQ19	UPI00026B5506
18977959	arCOG04410	0	R	Predicted ATP-grasp domain fused to redox center	NP_579316.1	AAL81711	+	290	-	PF1587	-	-	hypothetical protein	PFDSM3638_08010	1465507	1466361	DUF89 domain-containing protein		
18978383	arCOG04414	0	J	Subunit of KEOPS complex (Cgi121BUD32KAE1)	NP_579740.1	AFN04631	+	82	-	PF2011	-	-	hypothetical protein	PFDSM3638_10145	1825625	1825873	hypothetical protein	A0A5C0XSM3	UPI000006715D
18976794	arCOG04415	0	F	Phosphoribosylamine-glycine ligase	NP_578151.1	AAL80546	-	439	-	PF0422	-	-	phosphoribosylamine-glycine ligase	PFDSM3638_02075	413103	414419	phosphoribosylamine--glycine ligase		
18976386	arCOG04420	0	S	Uncharacterized protein, DUF473 family	NP_577743.1	AFN04561	-	128	-	PF0014	-	-	hypothetical protein	PFDSM3638_10505	1887029	1887415	DUF473 domain-containing protein	A0A5C0XSA4	UPI0000066B16
18976525	arCOG04421	0	F	Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase	NP_577882.1	AFN04423	-	234	-	PF0153	-	-	phosphoribosylaminoimidazole-succinocarboxamide synthase	PFDSM3638_00705	143940	144644	phosphoribosylaminoimidazolesuccinocarboxamide synthase	A0A5C0XLZ5	UPI0000132AA7
18976925	arCOG04425	0	T	Protein-tyrosine-phosphatase	NP_578282.1	AFN03349	+	149	-	PF0553	-	-	arsenate reductase	PFDSM3638_02775	552433	552882	arsenate reductase ArsC	A0A5C0XQZ4	UPI0000066CC5
18976987	arCOG04426	0	R	Zn finger protein HypA/HybF (possibly regulating hydrogenase expression)	NP_578344.1	AFN03408	+	139	-	PF0615	-	-	hydrogenase expression/formation protein	PFDSM3638_03085	617958	618377	hydrogenase nickel insertion protein HypA	A0A5C0XU91	UPI000012D026
18976920	arCOG04427	0	O	Hydrogenase maturation factor	NP_578277.1	AFN03344	+	75	-	PF0548	-	-	hydrogenase expression/formation protein	PFDSM3638_02750	548926	549153	HypC/HybG/HupF family hydrogenase formation chaperone	A0A5C0XND1	UPI0000066CC0
18976921	arCOG04428	0	O	Hydrogenase maturation factor	NP_578278.1	AFN03345	+	367	-	PF0549	-	-	hydrogenase expression/formation protein	PFDSM3638_02755	549154	550257	hydrogenase formation protein HypD	A0A5C0XU22	UPI0000066CC1
18976989	arCOG04429	0	C	Ni,Fe-hydrogenase maturation factor	NP_578346.1	AFN03410	+	158	-	PF0617	-	-	hydrogenase maturation protease	PFDSM3638_03095	619112	619588	hydrogenase maturation peptidase HycI	A0A5C0XNU2	UPI0000066CFB
33359531	arCOG04429	0	C	Ni,Fe-hydrogenase maturation factor	NP_578704.2	WP_011012112	+	163	-	PF0975	-	-	frxA	PFDSM3638_04900	916203	916655	protein frxA	A0A5C0XPP7	UPI00064EEC23
18978201	arCOG04430	0	R	HD superfamily phosphohydrolase	NP_579558.1	AFN04812	-	412	-	PF1829	-	-	nucleotidyltransferase	PFDSM3638_09200	1653657	1654895	HD domain-containing protein	A0A5C0XRP0	UPI00000670CE
18978347	arCOG04435	0	G	Phosphoenolpyruvate carboxylase	NP_579704.1	AFN04666	+	472	-	PF1975	-	-	hypothetical protein	PFDSM3638_09945	1792416	1793834	phosphoenolpyruvate carboxylase	A0A5C0XXS6	UPI0000067145
18977790	arCOG04438	0	I	Class II terpene cyclase family protein	NP_579147.1	AFN04199	-	284	-	PF1418	-	-	hypothetical protein	PFDSM3638_07100	1315638	1316492	hypothetical protein		
18977528	arCOG04443	0	G	Ribulose 1,5-bisphosphate carboxylase, large subunit	NP_578885.1	AFN03948	-	420	-	PF1156	-	-	ribulose-1,5-bisphosphate carboxylase	PFDSM3638_05795	1087913	1089175	ribulose-bisphosphate carboxylase large subunit	A0A5C0XVJ2	UPI0000066ED6
